date,floors ,bedrooms,sqft_living,sqft_lot,sqft_basement,yr_built,condition,grade,price
161129,2,3,2131,7405,1246,1999,0.666666667,0.4,274000
160412,1,2,1454,6534,1430,2000,0.666666667,0.4,247000
160718,2,3,1960,6970,1122,2000,0.833333333,0.4,264500
160328,1,2,1054,10019,912,1998,0.5,0.4,145000
160801,2,3,1190,9148,528,1997,0.666666667,0.4,171000
161228,2,3,1138,6534,480,1998,0.666666667,0.4,170000
161108,2,3,1164,9148,576,1997,0.5,0.4,160000
161228,2,3,910,6970,396,1999,0.5,0.4,146500
160422,1,3,1322,7405,1292,2000,0.5,0.4,201000
160913,2,3,1480,7841,742,1999,0.5,0.4,200000
160616,2,4,2866,13068,1136,2002,0.5,0.4,274000
160505,2,3,1216,10890,528,2001,0.5,0.4,153000
160727,1,3,1220,6970,1208,2002,0.5,0.4,207500
160926,2,3,1680,10890,960,2002,0.666666667,0.4,206000
160113,1.5,4,3084,11761,1639,1998,0.666666667,0.6,415000
160719,1.5,4,2729,12197,1297,1999,0.666666667,0.6,345000
160427,1,2,1674,8712,1638,1998,0.666666667,0.4,304500
160930,2,4,2488,9148,1210,1998,0.666666667,0.4,318500
160609,2,4,2616,9583,1279,1999,0.666666667,0.6,338000
160509,2,4,2425,10019,1255,1998,0.666666667,0.4,305000
160222,1,2,1679,12197,1644,1998,0.666666667,0.6,308900
160307,2,3,2216,10019,1144,1998,0.666666667,0.4,289900
160616,2,4,2227,10019,1035,1998,0.666666667,0.4,285000
160908,1,3,1778,9583,1778,2013,0.666666667,0.6,392000
160609,1,3,1615,10019,1567,2002,0.666666667,0.4,213500
161101,1,3,1682,12197,1639,1999,0.833333333,0.4,349900
160906,2,3,1869,8712,1018,2000,0.666666667,0.4,246000
160209,3,3,1444,8712,1102,2001,0.666666667,0.4,246000
160822,2,4,2369,10454,1173,2000,0.666666667,0.4,306000
160916,2,4,2454,10454,1291,1999,0.666666667,0.4,319900
160527,1,3,1699,10454,1629,2000,0.833333333,0.6,330000
160829,1,3,1579,12632,1561,2004,0.666666667,0.4,286000
160605,2,4,2176,11326,1119,1999,0.666666667,0.4,319900
160526,2,4,2317,13504,1168,2004,0.666666667,0.4,322000
160818,2,4,2266,11761,1168,2004,0.666666667,0.4,264000
161117,1,3,1685,13068,1685,2002,0.666666667,0.4,295000
160613,1,3,1721,9583,1667,2001,0.666666667,0.4,268000
160210,1,3,1777,10019,1725,2003,0.666666667,0.4,315000
161214,2,4,2321,13504,1117,2003,0.666666667,0.4,280000
160127,2,3,1732,10890,838,2003,0.666666667,0.4,250000
160609,1,3,1586,13068,1578,2004,0.666666667,0.4,249900
160504,2,4,2526,9148,1062,2010,0.666666667,0.4,339900
160405,2,4,2300,10019,1057,2005,0.666666667,0.4,319500
160908,1,3,1684,11326,1647,2005,0.666666667,0.4,278000
161213,1,2,1663,9148,1639,2009,0.666666667,0.4,304900
160413,1,2,1574,13939,1534,2009,0.666666667,0.4,290000
160811,2,3,1931,8712,877,2004,0.666666667,0.4,249900
160731,2,3,1741,8276,874,2003,0.666666667,0.4,243000
160525,2,3,1625,10019,820,2004,0.666666667,0.4,245000
160104,1,3,1631,8712,1619,2000,0.666666667,0.4,265000
160601,1,3,1733,10454,1721,2002,0.666666667,0.4,325000
160629,1,3,1755,14375,1755,2001,0.666666667,0.4,325000
160705,3,3,1368,8276,1083,2002,0.666666667,0.4,223000
160809,1,3,1415,8276,1415,2002,0.666666667,0.4,237000
160823,1,3,1590,10890,1590,2001,0.666666667,0.4,265000
161229,2,3,1712,8712,866,2001,0.666666667,0.4,239000
160525,2,3,1800,9583,899,2001,0.666666667,0.4,263000
160712,1,3,1548,9148,1520,2002,0.833333333,0.4,291000
160707,1.5,3,2027,10019,1478,2002,0.666666667,0.4,280000
160808,1,3,1672,13504,1672,2002,0.666666667,0.4,278000
161207,1,2,1640,10019,1640,2004,0.666666667,0.4,280900
160712,1,3,1681,11761,1624,2004,0.666666667,0.4,270000
160308,2,3,1393,10454,756,2003,0.666666667,0.4,197000
160429,2,3,1870,9583,989,2003,0.666666667,0.4,250000
160421,2,4,2640,13939,1412,2004,0.666666667,0.4,333000
160803,1.5,3,2258,11761,1574,2010,0.666666667,0.6,392500
160602,1,3,1466,8276,1466,2010,0.666666667,0.4,290000
160405,1,3,1926,16553,1926,2015,0.666666667,0.6,402000
160929,2,3,1113,6098,550,2008,0.666666667,0.4,172500
160429,1,3,1216,9583,1216,2008,0.666666667,0.4,223900
160330,1,2,1290,5663,1280,2011,0.666666667,0.4,223000
160609,1,2,1332,6970,1332,2011,0.666666667,0.4,239900
160818,1,3,1817,9583,1786,2003,0.666666667,0.4,320000
160311,1,2,1862,9583,1828,2000,0.666666667,0.6,344900
160126,2,4,2518,10890,1372,2005,0.666666667,0.6,340000
160726,1,2,1935,8712,1935,2003,0.666666667,0.6,310000
160325,1,3,1704,9148,1704,2006,0.666666667,0.4,302500
160302,2,3,2549,12197,1346,2005,0.666666667,0.4,333000
161201,1.5,4,2363,10890,1556,2004,0.666666667,0.6,367500
160315,1.5,3,2397,6970,1333,2006,0.833333333,0.4,298000
160612,2,3,1903,7405,911,2004,0.666666667,0.4,250000
160603,1,3,1196,7405,1154,2007,0.5,0.4,195000
161026,2,3,1398,6970,716,2005,0.666666667,0.4,225000
160509,1,3,1200,6970,1170,2004,0.666666667,0.4,216500
161004,3,3,1329,7841,1329,2004,0.666666667,0.4,239500
161222,2,3,1885,13939,960,2005,0.666666667,0.4,264900
160722,1,3,1327,10454,1307,2008,0.666666667,0.4,279900
160906,2,4,2139,12632,864,2006,0.666666667,0.4,235000
160427,1,3,1380,8712,1340,2008,0.666666667,0.4,220000
160315,1,3,1420,10454,1420,2006,0.666666667,0.4,252000
160120,1,3,1862,13939,1851,2006,0.666666667,0.4,292000
160404,2,3,1292,8276,808,2006,0.666666667,0.4,207600
160229,1,3,1295,12632,1207,2006,0.666666667,0.4,220000
160804,1,3,1310,11761,1295,2005,0.666666667,0.4,236000
161207,1,3,1302,11326,1268,2005,0.666666667,0.4,259000
160916,3,3,1792,8276,946,2007,0.666666667,0.4,265000
160824,2,3,1874,8276,925,2006,0.666666667,0.4,268000
161028,1,3,1472,8276,1398,2005,0.666666667,0.4,232900
160829,2,3,1279,8712,633,2006,0.666666667,0.4,210000
160510,1,3,1305,7405,1254,2005,0.666666667,0.4,240000
160629,1,3,1494,8712,1494,2010,0.666666667,0.4,293900
160512,1,3,1502,7841,1490,2006,0.666666667,0.4,265000
160308,2,3,1667,7405,818,2006,0.666666667,0.4,248900
160620,3,3,1215,7405,952,2005,0.666666667,0.4,230000
160906,1.5,3,1986,7841,1282,2006,0.666666667,0.4,250000
160315,1,3,1515,7841,1469,2007,0.666666667,0.4,260000
160803,1,3,1286,7405,1252,2005,0.666666667,0.4,262500
160526,1,3,1565,7405,1565,2012,0.666666667,0.4,265000
160526,1,3,1565,7405,1565,2012,0.666666667,0.4,265000
160805,1,3,1429,10890,1427,2005,0.666666667,0.4,280000
160621,1,3,1269,11326,1247,2006,0.666666667,0.4,232000
160503,1,3,1333,8712,1257,2010,0.666666667,0.4,250000
160811,1.5,3,2034,9583,1232,2009,0.666666667,0.4,243000
160919,1,3,1374,10890,1374,2012,0.666666667,0.4,310000
161213,1,3,1409,7841,1380,2012,0.666666667,0.4,318000
160608,1,3,1407,7841,1407,2009,0.666666667,0.4,294900
160617,2,3,2074,10454,1200,2006,0.666666667,0.4,322050
160129,1,3,1725,11761,1705,2015,0.666666667,0.4,417000
161122,1.5,4,2711,21780,1732,2016,0.666666667,0.6,560000
160113,1,3,1804,12197,1792,2015,0.666666667,0.4,437550
160524,1,3,1756,14375,1750,2015,0.666666667,0.4,391213
161102,1,3,1800,9148,1800,2015,0.666666667,0.4,429900
161213,1,2,1687,9148,1687,2015,0.666666667,0.4,425000
160129,2,4,2438,11326,1198,2015,0.666666667,0.4,418684
160519,2,4,2389,11326,1132,2015,0.666666667,0.4,445000
160114,2,4,2463,11326,1182,2015,0.666666667,0.4,418500
161121,2,4,2466,11326,1154,2016,0.666666667,0.4,390590
160822,2,4,2826,11326,1392,2016,0.666666667,0.4,424682
161004,1,3,1898,11326,1898,2016,0.666666667,0.4,506345
160831,1,1,1673,10890,1673,2016,0.666666667,0.4,419246
161227,1,2,1571,9583,1571,2016,0.666666667,0.4,385519
160914,1,1,1600,9148,1600,2016,0.666666667,0.4,401687
160623,2,4,2223,10890,1092,2004,0.666666667,0.4,330000
160609,2,3,1536,9583,634,2012,0.666666667,0.4,226000
160729,1,2,1524,6970,1524,2013,0.666666667,0.4,294500
160929,1,2,1538,10019,1530,2009,0.666666667,0.4,334900
160211,1,2,1540,8276,1516,2012,0.666666667,0.4,275000
160531,1,3,1550,7405,1550,2014,0.666666667,0.4,345000
160620,1,3,1561,12197,1561,2016,0.666666667,0.4,307500
160421,1,3,1685,10019,1685,2015,0.666666667,0.4,305599
161128,1,2,1916,10019,1916,2016,0.666666667,0.4,392780
160824,2,3,2534,17860,1108,2016,0.666666667,0.4,351915
160718,1,3,1656,13504,1656,2016,0.666666667,0.4,400952
160616,1,3,1686,8276,1686,2015,0.666666667,0.4,337825
161110,1,3,1549,10890,1549,2016,0.666666667,0.4,332000
160512,1,3,1546,9583,1546,2014,0.666666667,0.4,289215
160317,1,3,1364,7841,1364,2015,0.666666667,0.4,261300
161128,1,3,1729,8712,1717,2016,0.666666667,0.4,296261
160419,1,3,1547,6970,1547,2012,0.666666667,0.4,262000
160519,1,3,1520,6970,1520,2013,0.666666667,0.4,255000
160921,1,3,1520,8276,1520,2013,0.666666667,0.4,292500
160922,1,3,1344,6970,1266,2009,0.666666667,0.4,230000
160723,2,3,1703,8276,857,2010,0.666666667,0.4,254000
160921,1,3,1414,8276,1414,2016,0.666666667,0.4,284400
160610,2,4,2657,7841,1425,2016,0.666666667,0.4,326885
160525,1,3,1536,7841,1516,2010,0.666666667,0.4,296000
160427,1,3,1542,6534,1540,2015,0.666666667,0.4,259345
160613,1,2,1663,6534,1663,2016,0.666666667,0.4,346407
161025,1,3,1471,10890,1470,2016,0.666666667,0.4,252600
160808,1,3,1425,6970,1425,2014,0.666666667,0.4,289000
160831,1.5,3,1576,6970,732,2015,0.666666667,0.4,240500
160126,2,4,2244,6970,994,2015,0.666666667,0.4,304150
160610,2,3,1571,6534,735,2016,0.666666667,0.4,259000
160531,1,3,1329,8276,1329,2016,0.666666667,0.4,263300
160209,1,3,1408,8276,1396,2015,0.666666667,0.4,248350
160226,1,3,1495,8276,1473,2014,0.666666667,0.4,260000
160526,1,3,1868,10019,1775,2010,0.666666667,0.4,310000
161209,2,3,1536,6970,634,2015,0.666666667,0.4,225000
160331,2,3,1567,6970,653,2015,0.666666667,0.4,226877
160930,2,3,1536,6970,634,2016,0.666666667,0.4,222222
160413,1,3,1504,9148,1504,2015,0.666666667,0.4,288682
160519,1,3,1305,11326,638,2015,0.666666667,0.4,236200
160518,1,3,1684,10890,1672,2013,0.666666667,0.4,365000
160223,1,3,1800,7841,1800,2014,0.666666667,0.4,311000
160613,1,2,1488,8276,1488,2016,0.666666667,0.4,299270
160628,1,3,1471,8276,1470,2016,0.666666667,0.4,283500
160927,1,3,1587,8276,1587,2014,0.666666667,0.4,297000
161021,1,3,2047,8276,2047,2016,0.666666667,0.4,358500
161229,1,3,1657,9148,1657,2015,0.666666667,0.4,345400
160425,1,3,1705,7841,1693,2014,0.666666667,0.4,354000
160616,1,3,1513,9148,1513,2016,0.666666667,0.4,264768
160426,2,4,2379,7841,1053,2015,0.666666667,0.4,307806
160422,1,3,1533,7841,1533,2015,0.666666667,0.4,306300
160801,2,4,2422,8276,1407,2015,0.666666667,0.4,292000
160812,1,2,1691,8276,1679,2015,0.666666667,0.4,359975
160617,1,3,1508,8712,1508,2015,0.666666667,0.4,333500
160718,2,4,2534,7841,1108,2016,0.666666667,0.4,317226
161216,1,2,1413,7405,1413,2016,0.666666667,0.4,284950
160628,1,3,1471,11326,1470,2016,0.666666667,0.4,257500
160726,1,2,1639,8276,1621,2016,0.666666667,0.4,339672
160119,1,3,1584,8276,1584,2015,0.666666667,0.4,334940
160614,1,3,1534,11326,1534,2016,0.666666667,0.4,309000
160624,2,4,2455,8712,1033,2016,0.666666667,0.4,389800
160928,1,3,1498,10454,1497,2016,0.666666667,0.4,292625
160613,2,4,2693,14375,1701,2016,0.666666667,0.4,429000
160719,1,2,1576,11326,1576,2016,0.666666667,0.4,371377
160812,1,2,1576,9583,1576,2016,0.666666667,0.4,365130
161109,1,2,1756,9148,1756,2016,0.666666667,0.4,372089
160613,2,3,2493,10890,1053,2016,0.666666667,0.4,356681
161110,1,3,1504,8712,1478,2016,0.666666667,0.4,282115
161116,1,3,1590,9583,1590,2016,0.666666667,0.4,318900
160826,1,3,1471,8276,1470,2016,0.666666667,0.4,278119
161104,1,3,1471,13939,1470,2016,0.666666667,0.4,285150
161206,1,3,1856,9583,1552,2016,0.666666667,0.4,365031
161006,1,3,1441,10890,1430,2011,0.666666667,0.4,295000
160215,1,3,1571,9148,1571,2014,0.666666667,0.4,310000
160519,1,3,1515,11326,1509,2011,0.666666667,0.4,308000
160627,1,3,1636,7841,1636,2012,0.666666667,0.4,347000
160315,1,3,1597,7841,1597,2014,0.666666667,0.4,305000
160212,1,3,1614,8712,1590,2015,0.666666667,0.4,325000
161118,2,4,2109,7841,836,2014,0.666666667,0.4,329000
160217,2,4,1888,9148,708,2015,0.666666667,0.4,241948
160217,2,4,1888,9148,708,2015,0.666666667,0.4,241948
160311,2,4,1948,6098,738,2015,0.666666667,0.4,228119
160405,1,3,1367,6098,1367,2015,0.666666667,0.4,205990
160112,2,3,1479,7405,720,2015,0.666666667,0.4,254806
160511,1,3,1367,6970,1367,2015,0.666666667,0.4,207623
161020,2,4,1888,5663,708,2016,0.666666667,0.4,229337
161013,1,3,1465,5663,1465,2016,0.666666667,0.4,220251
160909,1,2,1141,5663,1141,2016,0.666666667,0.4,222499
160715,1,2,1141,6098,1141,2016,0.666666667,0.4,185000
160620,1,3,1436,6098,1436,2016,0.666666667,0.4,240062
160413,2,4,1888,6098,708,2015,0.666666667,0.4,244231
160518,1,2,1409,8276,1409,2015,0.666666667,0.4,266204
161017,1,3,1812,8276,1812,2016,0.666666667,0.4,431046
160412,1,3,1524,8276,1524,2015,0.666666667,0.4,319000
160120,1,3,1478,8276,1472,2015,0.666666667,0.4,282489
160725,2,4,1888,10454,708,2016,0.666666667,0.4,260908
161006,2,4,2415,9148,1036,2016,0.666666667,0.4,375000
161109,1,3,1719,9148,1719,2016,0.666666667,0.4,398038
160512,1,2,1700,9583,1669,2015,0.666666667,0.4,344959
161013,1,3,1660,10890,1590,2016,0.666666667,0.4,353737.22
160926,1,3,1782,10890,1782,2016,0.666666667,0.4,391000
161207,1,2,1665,9148,1665,2016,0.666666667,0.4,352749
161115,1,3,1535,10454,1529,2016,0.666666667,0.4,290189
160302,1,3,1467,11326,1466,2015,0.666666667,0.4,347800
160524,1,1,1491,11326,1491,2015,0.666666667,0.4,341200
160129,1,3,1529,10454,1529,2015,0.666666667,0.4,270025
160708,1,3,1644,12197,1644,2016,0.666666667,0.4,336150
160705,1,3,1643,11326,1643,2015,0.666666667,0.4,319900
160526,2,4,1888,7405,708,2015,0.666666667,0.4,243898
160711,1,2,1585,9583,1585,2016,0.666666667,0.4,320197
160420,1,2,1440,10890,1440,2015,0.666666667,0.4,343484
160810,1,2,1547,16553,1547,2016,0.666666667,0.4,373107
160328,1,3,1730,11761,1730,2015,0.666666667,0.4,359084
160225,2,3,2048,8276,988,2015,0.666666667,0.4,285463
160407,1,2,1440,8276,1440,2015,0.666666667,0.4,326813
160310,1,3,1535,8276,1524,2015,0.666666667,0.4,324874
161116,1,1,1479,8276,1479,2016,0.666666667,0.4,324132
161024,1,2,1486,8276,1486,2016,0.666666667,0.4,312766
161011,1,3,1547,8712,1547,2016,0.666666667,0.4,343930
161013,2,3,2548,13068,1259,2015,0.666666667,0.4,400572.91
160628,1,3,1868,8712,1868,2016,0.666666667,0.4,384894
160420,1,3,1679,8712,1673,2015,0.666666667,0.4,371465
160511,1,3,1868,8712,1868,2015,0.666666667,0.4,400000
160912,1,2,1648,8712,1648,2016,0.666666667,0.4,373350
160519,1,3,1667,8712,1636,2015,0.666666667,0.4,399073
160719,1,2,1657,8712,1652,2015,0.666666667,0.4,382357
160307,1,3,1736,8276,1736,2015,0.666666667,0.4,412326
160225,1,3,1710,9583,1710,2015,0.666666667,0.4,374331
161006,1,3,1661,13504,1661,2016,0.666666667,0.4,362315
160311,1,3,1432,8712,1432,2015,0.666666667,0.4,262000
160516,1,2,1413,9148,1413,2015,0.666666667,0.4,267550
160330,1,2,1420,9583,1408,2015,0.666666667,0.4,274750
160714,1,3,1763,12197,1763,2015,0.666666667,0.4,330000
160219,1,2,1715,10454,1715,2015,0.666666667,0.4,325000
160309,2,3,2509,10454,1332,2014,0.666666667,0.4,386400
160627,1,3,1509,8276,1509,2014,0.666666667,0.4,306000
160630,1,2,1477,9148,1477,2016,0.666666667,0.4,269950
160718,1,3,1516,10890,1516,2016,0.666666667,0.4,262344
160912,1,3,1635,9583,1596,2014,0.666666667,0.4,294000
160830,1,3,1661,8712,1650,2016,0.666666667,0.4,344450
160311,1,3,1515,8712,1515,2014,0.833333333,0.4,326500
160324,2,4,2365,8712,1001,2015,0.666666667,0.4,346049
161117,1,3,1469,10454,1458,2016,0.666666667,0.4,287200
161206,1,3,1665,15246,1665,2016,0.666666667,0.4,313793
161018,1,3,1442,10019,1442,2016,0.666666667,0.4,255000
160930,2,4,2121,10890,1068,2016,0.666666667,0.4,316780
160315,1,3,1126,6970,0,1952,0.666666667,0.4,120000
161201,1,2,977,6098,0,1952,0.833333333,0.2,120500
160801,1,3,1092,9583,0,1952,0.5,0.4,92000
160701,1,2,938,8712,938,1952,0.666666667,0.2,109000
160914,1,2,992,9148,0,1952,0.666666667,0.2,110000
160426,1.5,3,1698,8276,0,1952,0.666666667,0.2,107250
160407,1,2,768,8276,768,1952,0.5,0.2,115000
160922,1.5,3,1689,7841,887,1952,0.666666667,0.4,140000
161004,1,3,1125,8276,1125,1956,0.5,0.4,138750
160803,3,3,1393,10019,886,1957,0.666666667,0.4,161750
160916,1,2,889,8712,889,1952,0.666666667,0.2,135125
160113,1,2,889,8276,850,1947,0.666666667,0.2,107500
160208,1,2,830,10454,830,1947,0.833333333,0.2,105000
160227,2,4,2164,5227,888,1950,0.833333333,0.4,185000
160404,1,3,943,8712,943,1950,0.666666667,0.4,128400
160908,1,2,930,6098,930,1962,0.666666667,0.4,128500
160908,1,2,930,6098,930,1962,0.666666667,0.4,128500
160415,1,2,720,6970,720,1947,0.666666667,0.2,110400
160701,1,3,925,6970,925,1950,0.666666667,0.2,110000
160427,1,2,816,8712,816,1955,0.666666667,0.2,130000
160408,1,2,744,7405,744,1954,0.833333333,0.2,115000
161118,1,3,1040,7841,1040,1955,0.666666667,0.4,167000
160119,3,3,1269,8712,864,1957,0.666666667,0.4,134900
161222,1,3,1368,8712,1305,1958,0.666666667,0.4,153000
160822,1,2,868,6534,832,1951,0.666666667,0.2,114000
160205,1,2,1113,6534,1113,1953,0.5,0.4,127000
160602,1,2,728,6970,728,1946,0.666666667,0.2,115000
161006,1.5,5,1710,13068,1200,1945,0.5,0.4,166550
161019,1,2,768,9148,768,1953,0.666666667,0.2,125500
160802,1,2,768,7405,768,1953,0.666666667,0.2,122000
160926,1,3,1411,10890,1411,1961,0.666666667,0.4,161500
160330,1,2,1524,8712,1314,1961,0.833333333,0.4,188500
160725,3,3,1417,8712,977,1963,0.666666667,0.4,169000
161219,1,2,800,4792,768,1950,0.666666667,0.2,90000
160127,1,2,1008,6534,768,1952,0.666666667,0.2,136000
161212,1,3,927,6534,924,1953,0.833333333,0.2,132500
160729,3,3,1096,6534,480,1946,0.833333333,0.4,154150
161003,1,2,1213,9148,1087,1960,0.666666667,0.4,136000
160907,1,2,744,6098,744,1953,0.666666667,0.2,130000
160205,1,2,864,6098,672,1951,0.833333333,0.2,130000
160729,1.5,3,1010,4356,676,1952,0.833333333,0.2,120000
160425,1,2,783,6098,783,1954,0.833333333,0.2,127000
160802,1,4,869,3485,848,1952,0.833333333,0.2,131000
160603,1.5,3,1452,7405,675,1952,0.833333333,0.4,125000
160830,1,2,800,12632,800,1955,0.5,0.2,120000
160316,1,3,1299,6098,900,1954,0.5,0.4,100000
160624,1,2,1007,7841,875,1954,0.833333333,0.2,142000
161216,1,3,1000,7841,1000,1954,0.833333333,0.4,153000
160204,1,3,1085,6534,1000,1953,0.666666667,0.2,126500
160428,1,3,1200,7405,800,1954,0.666666667,0.4,134500
160216,1,3,1153,7405,1153,1955,0.5,0.2,120000
160106,1,3,1000,6534,1000,1955,0.666666667,0.2,115900
160527,1.5,3,1325,9148,825,1954,0.666666667,0.2,124900
161128,1,2,1164,10019,0,1953,0.666666667,0.4,150000
161128,1,2,1025,11761,1025,1956,0.666666667,0.4,147500
161223,1,3,1314,9583,1314,1954,0.666666667,0.4,173000
160630,1,3,1199,9583,1199,1951,0.833333333,0.4,169900
160512,1,2,825,6970,825,1955,0.833333333,0.2,135000
160722,1,2,825,6970,825,1955,0.666666667,0.2,129750
160128,1,3,1032,9148,1032,1968,0.666666667,0.2,154500
160317,1,3,936,6098,936,1973,0.833333333,0.2,128000
160308,2,3,968,5663,524,1974,0.666666667,0.2,137000
160324,1,3,1316,6970,980,1975,0.833333333,0.2,162000
160127,1,3,936,7405,936,1973,0.833333333,0.2,132000
160118,2,3,968,4792,648,1973,0.666666667,0.2,128500
161220,2,3,968,4356,648,1974,0.666666667,0.2,130000
160810,1,2,1086,7841,1032,1974,0.666666667,0.2,162000
160628,1,2,1024,5663,1000,1968,0.666666667,0.2,134000
161018,2,2,864,12632,864,1971,0.666666667,0.2,141000
160801,1,3,988,8712,988,1973,0.666666667,0.4,142000
160527,1,3,1260,7841,1160,1972,0.666666667,0.4,137000
160907,2,3,1040,7841,456,1974,0.833333333,0.4,167000
161108,2,3,1040,7841,432,1974,0.833333333,0.4,162000
161027,1,3,1118,7841,1066,1976,0.666666667,0.4,159900
160422,1,3,1086,7841,960,1974,0.666666667,0.4,169000
160407,3,3,1780,6098,520,1978,0.5,0.4,170000
160608,2,3,1232,6098,480,1978,0.666666667,0.4,155000
161031,1,3,1200,6098,1172,1978,0.666666667,0.4,172500
160719,1,3,1335,6098,1311,1978,0.666666667,0.4,171000
160719,1,3,1335,6098,1311,1978,0.666666667,0.4,171000
161027,3,3,1256,7841,594,1981,0.666666667,0.4,175500
160714,2,3,1306,8712,624,1978,0.666666667,0.4,160000
160518,2,3,1414,8712,622,1977,0.833333333,0.4,194900
160512,2,3,1398,6098,672,1977,0.666666667,0.4,175000
161013,3,3,1190,6970,528,1977,0.666666667,0.4,178000
160407,2,3,1306,6098,624,1977,0.666666667,0.4,165000
160401,2,3,1080,6098,480,1978,0.666666667,0.4,152000
161205,1,2,816,7405,816,1981,0.666666667,0.4,138000
160930,1,3,1318,6534,1218,1986,0.666666667,0.4,197000
160315,3,3,1160,6970,1116,1987,0.666666667,0.4,187500
160722,1.5,3,1562,6534,996,1987,0.666666667,0.4,205000
160830,1,2,1232,6534,1232,1986,0.666666667,0.4,191000
160830,1,2,1232,6534,1232,1986,0.666666667,0.4,191000
160405,1,3,980,10019,900,1992,0.666666667,0.4,154000
161114,1,3,1282,8712,1215,1991,0.666666667,0.4,190000
160210,1,3,1050,10890,960,1993,0.666666667,0.4,159000
160614,1,3,1244,8712,1180,1992,0.666666667,0.4,179629
160907,2,3,1078,9148,450,1974,0.666666667,0.4,149900
160930,2,3,976,9148,432,1976,0.666666667,0.4,141500
161111,2,3,976,8276,432,1975,0.666666667,0.4,148000
160415,1,3,1138,7841,1120,1981,0.666666667,0.4,189400
160303,2,2,1106,9148,716,1983,0.666666667,0.4,169500
160722,1,3,1068,7841,1040,1985,0.666666667,0.4,185000
160609,1,3,1202,7405,1202,1978,0.833333333,0.4,195500
161116,1,3,1232,7405,1232,1988,0.666666667,0.4,205000
161215,3,3,1210,9148,432,1979,0.666666667,0.4,162000
160618,1,3,1080,7841,1080,1990,0.666666667,0.4,173000
160804,2,4,1920,8276,960,1986,0.666666667,0.4,225000
161014,1,3,1164,8276,1120,1979,0.833333333,0.4,199500
160208,2,4,1920,8276,960,1986,0.833333333,0.4,220000
161214,1,3,1169,9148,1169,1987,0.666666667,0.4,174500
161018,2,3,1180,9148,528,1988,0.833333333,0.4,161500
161213,2,3,1114,9148,504,1978,0.666666667,0.4,162500
160412,3,3,1152,9148,780,1988,0.666666667,0.4,189000
161025,2,3,1583,9148,839,1987,0.833333333,0.4,206900
160607,2,2,1012,9148,970,1984,0.666666667,0.4,171000
160609,1,3,1146,9148,1120,1983,0.666666667,0.4,175000
161129,3,3,1166,9148,568,1984,0.666666667,0.4,174900
160606,2,2,984,9148,942,1984,0.666666667,0.4,168500
160406,2,3,1086,8276,475,1975,0.833333333,0.4,155500
161025,1,3,1414,9148,1368,1991,0.666666667,0.4,210500
160623,RR,3,1434,11761,840,1990,0.666666667,0.4,198500
160622,2,3,1020,8712,475,1973,0.833333333,0.4,149500
160328,1,3,1350,10890,1350,1977,0.833333333,0.4,224000
160708,1,2,1460,7405,1460,1977,0.666666667,0.4,209900
160413,1,3,1498,10890,898,1968,0.666666667,0.4,179900
160620,3,3,1368,13068,759,1975,0.666666667,0.4,229900
161121,2,3,2307,13504,1093,1977,0.833333333,0.4,262500
160420,3,3,1258,10019,594,1976,0.666666667,0.4,179500
160401,2,3,994,10890,432,1974,0.666666667,0.4,147000
160727,1,3,1000,6970,1000,1974,0.666666667,0.2,150000
160927,1,2,1086,7841,1032,1974,0.833333333,0.4,160000
160621,2,3,1019,8712,475,1974,0.833333333,0.4,156000
160217,2,3,1198,6534,636,1972,0.833333333,0.4,159000
160421,3,3,1250,9583,594,1976,0.833333333,0.4,172000
160518,2,3,1110,11326,806,1973,0.666666667,0.4,149900
160304,2,3,2448,14375,1201,1974,0.5,0.4,215000
160520,1,3,1526,12197,1120,1974,0.666666667,0.4,181900
160204,2,4,1985,10454,675,1973,0.666666667,0.4,190000
160303,1,3,1000,7405,960,1971,0.833333333,0.2,132500
160512,1,3,1161,7405,1161,1968,0.833333333,0.2,156500
160824,1,2,936,7405,936,1971,0.666666667,0.2,149900
160111,2,3,1108,11326,494,1976,0.666666667,0.2,144900
160519,RR,3,1000,7841,960,1969,0.666666667,0.2,144500
161028,2,2,936,7841,572,1971,0.666666667,0.2,140900
160104,2,3,1352,9148,920,1972,0.833333333,0.2,185000
160314,1,3,1040,8712,1040,1972,0.666666667,0.2,148000
160414,1,3,1162,7405,1016,1993,0.666666667,0.2,152000
161027,2,3,952,10454,396,1992,0.666666667,0.2,151000
161021,1.5,3,2295,30056,1791,1986,0.666666667,0.4,234500
160803,1,3,950,11326,950,1978,0.666666667,0.2,162000
160803,1,3,950,11326,950,1978,0.666666667,0.2,162000
161209,1,3,1025,8276,1025,1976,0.666666667,0.2,156000
160927,1,2,875,6098,875,1976,0.5,0.2,144900
161219,1,3,1295,8712,1295,2003,0.666666667,0.4,191900
160915,1,3,1295,7841,1295,2003,0.666666667,0.4,170500
160419,1,2,999,11326,999,1999,0.666666667,0.4,176000
161102,2,2,816,10890,816,1999,0.666666667,0.4,163000
161121,1,3,1288,8276,1288,1990,0.666666667,0.4,190000
161025,1,3,1028,10019,1016,1990,0.666666667,0.4,185000
160928,2,3,1480,7405,748,1989,0.666666667,0.4,206000
161121,2,2,840,6970,552,1983,0.666666667,0.4,134900
160126,2,2,1005,6970,532,1984,0.666666667,0.4,135000
160919,1,3,984,9148,984,1987,0.666666667,0.4,152000
